record_type,id,label,packet,priority_or_status,claim_strength,safe_scope,claim_roles,entities,ingredients,summary
candidate_claim,CAND_MEMORY_UCHUNK_002172,ingredient_confirmation: natural_flavor,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,,natural_flavor,"of the ingredient(s) and a separate description of its function, e.g.,
“preservative”, “to retard spoilage”, “a mold inhibitor’, “to help protect flavor” or “to
promote color retention”.
(k) The label of a food to which any coloring has been added shall declare the
coloring in the statement of ingre"
candidate_claim,CAND_MEMORY_UCHUNK_001132,ingredient_confirmation: fda,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,fda,,"--- PAGE 1 ---
A Food Labeling GuideGuidance for IndustryU.S. Department of Health


--- PAGE 2 ---
Additional copies are available from: 
Office of Nutrition, Labeling, and Dietary Supplements 
HFS-800 
Center for Food Safety and Applied Nutrition 
Food and Drug Administration 
5100 Paint Branch Pa"
candidate_claim,CAND_MEMORY_UCHUNK_001143,ingredient_confirmation: natural_flavor,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,,natural_flavor,"y and cranberry juices added): 
• “Raspcranberry Raspberry and Cranberry flavored Juice Drink” 
• “Raspcranberry Cranberry and Raspberry Juice Beverage” 
• “10-15% Cranberry Juice and 3-8% Raspberry Juice” 
21 CFR 102.33(b), 21 CFR 102.33(c), 21 CFR 102.33(d) 
A F O O D L A B E L I N G G U I D E 
9
"
candidate_claim,CAND_MEMORY_UCHUNK_001144,"ingredient_confirmation / cost_or_price_benchmark: natural_flavor, packaging",natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation; cost_or_price_benchmark,,natural_flavor; packaging,"mix that contains lemon juice from concentrate as the 
only juice component and a number of juice flavors and other ingredients, 
and that makes no claim or bears no pictures of fruits/fruit juices on the 
label required to bear a percent juice declaration? 
Answer: No. A percent juice declaration w"
candidate_claim,CAND_MEMORY_UCHUNK_001145,ingredient_confirmation / manufacturing_or_process: fda,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation; manufacturing_or_process,fda,,"ration. 
J13. Must bloody mary mix bear a percent juice declaration? 
Answer: Bloody mary mix, by appearance and taste, purports to contain 
tomato juice and thus would be required to bear a statement as to the 
percentage of juice contained in the product. 
10 G U I D A N C E F O R I N D U S T R Y
"
candidate_claim,CAND_MEMORY_UCHUNK_001147,"ingredient_confirmation: fda, natural_flavor",natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,fda,natural_flavor,"ace. If some or all 
of the juices listed in the name are from concentrate, the term “from 
concentrate” must follow the names and may be in a smaller type size, but not 
less than one half the height of the letters in the other part of the common or 
usual name. 
21  CFR  102.33 
N G G U I D E 
11
"
candidate_claim,CAND_MEMORY_UCHUNK_001150,"ingredient_confirmation: fda, natural_flavor",natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,fda,natural_flavor,"ks, along with the other expressed 
juices. Alternatively, a name such as “citrus punch” or “citrus flavored punch” 
may be used as the statement of identity without further identification of the 
component juices. 
J30. Is it necessary to state that juices are from concentrate when they are 
contai"
candidate_claim,CAND_MEMORY_UCHUNK_001155,"ingredient_confirmation / manufacturing_or_process: fda, sugar",natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation; manufacturing_or_process,fda,sugar,"ntified in the list of ingredients and listed in its 
descending order of predominance by weight. If all water added during 
processing is subsequently removed by baking or some other means during 
processing, water need not be declared as an ingredient. 
“INGREDIENTS: Water, Navy Beans, and Salt” 
"
candidate_claim,CAND_MEMORY_UCHUNK_001156,"ingredient_confirmation: natural_flavor, sugar",natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,,natural_flavor; sugar,"tion of fat and oil blends is permitted only in the 
case of foods in which added fats or oils are not the predominant ingredient and 
only if the manufacturer is unable to predict which fat or oil ingredient will be used. 
“INGREDIENTS: . . . Vegetable Oil (contains one or more of the 
following: C"
candidate_claim,CAND_MEMORY_UCHUNK_001157,"ingredient_confirmation / manufacturing_or_process: natural_flavor, packaging",natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation; manufacturing_or_process,,natural_flavor; packaging,"nt 
(e.g., Fruit Juice Concentrates (grape, apple, cherry)? 
Answer: No. “Fruit juice concentrates” is not established as a common or 
usual name, nor is it established as an appropriate collective name for a variety 
of different concentrated fruit juices. 
18 G U I D A N C E F O R I N D U S T R Y
"
candidate_claim,CAND_MEMORY_UCHUNK_001158,ingredient_confirmation: natural_flavor,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,,natural_flavor,"ingredient or may 
be declared by dispersing each ingredient in its order of predominance in the 
ingredient statement without naming the original ingredient. 21 CFR 
101.4(b)(2) 
16. Do you have to parenthetically declare all of the ingredients in flavors 
that conform to a standard of identity? 
A"
candidate_claim,CAND_MEMORY_UCHUNK_001159,"ingredient_confirmation: fda, usda, sugar",natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,fda; usda,sugar,"eclared in their order of predominance. In addition, any other 
ingredients that are blended with the hydrolyzed protein products must also be 
declared by their common or usual names in the ingredient statement in order 
of predominance. 21 CFR 101.22(h)(7) 
A F O O D L A B E L I N G G U I D E 
19
"
candidate_claim,CAND_MEMORY_UCHUNK_001161,"ingredient_confirmation / retail_price / manufacturing_or_process: fda, packaging",natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation; retail_price; manufacturing_or_process,fda,packaging,"requirements extend to foods packaged by a retail 
or foodservice establishment that are offered for human consumption. 
However, FALCPA's labeling requirements do not apply to foods provided by a 
retail food establishment that are placed in a wrapper or container in response 
to a consumer's order"
candidate_claim,CAND_MEMORY_UCHUNK_001162,ingredient_confirmation / cost_or_price_benchmark: fda,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation; cost_or_price_benchmark,fda,,"shellfish (e.g., such as oysters, clams, 
mussels, or scallops) are not major food allergens. However, Crustacean 
shellfish (e.g., crab, lobster, or shrimp), and ingredients that contain protein 
derived from Crustacean shellfish, are major food allergens. 
A F O O D L A B E L I N G G U I D E 
21

"
candidate_claim,CAND_MEMORY_UCHUNK_001165,"ingredient_confirmation: fda, sugar",natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,fda,sugar,"plural terms “peanuts,” 
“soybeans” and the different types of “tree nuts” (e.g., almonds, pecans, 
or walnuts), and may synonyms for the term “soybean” be used to 
satisfy the labeling requirements of FALCPA? 
Answer: Yes. FDA believes that the singular terms “peanut,” and “soybean,” as 
well as th"
candidate_claim,CAND_MEMORY_UCHUNK_001166,"ingredient_confirmation / manufacturing_or_process: fda, milk_dairy, natural_flavor",natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation; manufacturing_or_process,fda,milk_dairy; natural_flavor,"ement  for  another 
allergenic  ingredient. 
OR 
2.  Place  the  word  “Contains,”  followed  
by  the  name  of  the  food  source  from 
which  the  major  food  allergen  is  derived, 
immediately  after  or  adjacent  to  the  list 
of  ingredients,  in  a  type  size  that  is  no 
smaller  th"
candidate_claim,CAND_MEMORY_UCHUNK_001167,ingredient_confirmation: milk_dairy,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,,milk_dairy,"tement is required to identify all three sources of the major 
food allergens present (e.g., “Contains milk, egg, peanuts”) in the same type 
(i.e., print or font) size as that used for the ingredient list. 
F16. Is there more than one way to word a “Contains” statement used to 
declare the major fo"
candidate_claim,CAND_MEMORY_UCHUNK_001168,ingredient_confirmation / cost_or_price_benchmark: fda,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation; cost_or_price_benchmark,fda,,"be substituted for the food source name 
“soybeans.” 
• If included on a food label, the “Contains” statement must 
identify the names of the food sources for all major food allergens that 
either are in the food or are contained in ingredients of the food. 
24 G U I D A N C E F O R I N D U S T R Y
"
candidate_claim,CAND_MEMORY_UCHUNK_001170,ingredient_confirmation / retail_price / manufacturing_or_process: packaging,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation; retail_price; manufacturing_or_process,,packaging,"type size in the nutrition label (i.e., it must 
be larger than 8-point, but does not need to be 13-point) and should extend 
the width of the Nutrition Facts box, and (3) There is no specific thickness 
A F O O D L A B E L I N G G U I D E 
25 
Side view of food box showing nutrition facts square.

"
candidate_claim,CAND_MEMORY_UCHUNK_001171,"ingredient_confirmation / retail_price / manufacturing_or_process: fda, packaging, sugar",natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation; retail_price; manufacturing_or_process,fda,packaging; sugar,"nd game are exempt from 
nutrition labeling. 
21  CFR  101.9(j)(11) 
Certain egg cartons (nutrition information 
inside lid or on insert in carton) 
21  CFR  101.9(j)(14) 
Packages labeled “This unit not labeled for 
retail sale” within multiunit package, and outer 
wrapper bears all required label "
candidate_claim,CAND_MEMORY_UCHUNK_001172,ingredient_confirmation: fda,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,fda,,"eta-carotene. 21 CFR 101.9(c) 
N4. Is there a restriction against certain nutrients in the Nutrition 
Facts label? 
Answer: Only those nutrients listed in FDA's nutrition regulations, as 
mandatory or voluntary components of the nutrition label, may be included 
in the Nutrition Facts label. 21 CFR "
candidate_claim,CAND_MEMORY_UCHUNK_001174,ingredient_confirmation: sugar,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,,sugar,"ving: Use the declaration 0 grams for 
total fat. 0.5 grams to 5 grams total fat: Use 0.5 gram increments rounded to 
the nearest 1/2 gram. 
Examples: 0.5 g, 1 g, 1.5 g, 2 g, 2.5 g, 3 g, 3.5 g, 4 g, 4.5 g, 5 g ­
Above 5 grams: Use 1 gram increments rounded to the nearest 1 gram (do ­
not use fractio"
candidate_claim,CAND_MEMORY_UCHUNK_001175,ingredient_confirmation: sugar,natural_flavor,unified_memory_scan,direct_product_or_label_evidence,sku_or_label_level,ingredient_confirmation,,sugar,"CFR 101.9(c)(6) 
N17. Does total carbohydrate include dietary fiber? 
Answer: Yes. Dietary fiber must be listed as a subcomponent under total 
carbohydrate. 21  CFR  101.9(c)(6) 
N18. What is meant by sugars on the Nutrition Facts label? 
Answer: To calculate sugars for the Nutrition Facts label, de"
